model_name,variables,filter_rule,num_rules,n_obs_after_filter,retention_ratio,n_oos,r2_1pt,r2_2pt,mse_1pt,mse_2pt,r2_os_1pt,r2_os_2pt,delta_1pt_minus_2pt,all_p_le_0_1_1pt,all_p_le_0_1_2pt,all_p_le_0_15_1pt,all_p_le_0_15_2pt,max_p_1pt,max_p_2pt,coef_1pt_Skewness,p_1pt_Skewness,coef_2pt_Skewness,p_2pt_Skewness,coef_1pt_Median,p_1pt_Median,coef_2pt_Median,p_2pt_Median,coef_1pt_Fear and Greed Index,p_1pt_Fear and Greed Index,coef_2pt_Fear and Greed Index,p_2pt_Fear and Greed Index,coef_1pt_Kurtosis,p_1pt_Kurtosis,coef_2pt_Kurtosis,p_2pt_Kurtosis
model_1,Skewness + Median + Fear and Greed Index,Skewness >= -0.268431 AND Kurtosis <= 2.295363,2,181,0.6830188679245283,61,0.0009157503813181922,0.0009184980795283737,0.006960243036837038,0.006960223894660248,-0.279259360744613,-0.279746047280907,0.00048668653629402314,False,False,False,False,0.9955292785831453,0.995871738941909,0.0029369834876627815,0.9244725322486151,0.003021743750989151,0.9224659537958638,-1.367159573404835e-09,0.9955292785831453,-1.2622900573987062e-09,0.995871738941909,0.00011351222244701816,0.7572296419324374,0.0001131216777626729,0.7581681976048374,,,,
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND T-2 Return >= -0.036365,2,190,0.7169811320754716,69,0.0441448506546156,0.04406479875893543,0.006552297536871803,0.006552846285120159,-0.1278310368117057,-0.12842775219283875,0.0005967153811330395,True,True,True,True,0.05394814161913651,0.05429113753975142,,,,,-4.742543680740568e-07,0.032136706802649656,-4.695808423482345e-07,0.033517853114902095,0.0006091640012723885,0.05394814161913651,0.0006081827379502519,0.05429113753975142,-0.004979473673564449,0.03272672639847588,-0.0049616231775551295,0.033024990971921186
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517 AND Fear and Greed Index >= 22.000000,2,215,0.8113207547169812,94,0.031157769691161352,0.03103330505230295,0.006450290515731193,0.0064511191677598285,-0.07093457118219182,-0.0712704982014174,0.0003359270192255792,True,True,True,True,0.07792034861171263,0.07833626035230995,,,,,-4.014378917370842e-07,0.06925040876462948,-3.9863302006990834e-07,0.07086345920025494,0.0005500829279309082,0.07792034861171263,0.0005492815318354978,0.07833626035230995,-0.004589350528754907,0.04677536410535035,-0.004567314592732411,0.04753332723649676
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304 AND Std >= 905.962517,2,186,0.7018867924528301,65,0.03967649136487228,0.03954220199452696,0.007233293992289649,0.007234305479030328,-0.22764117723431565,-0.2279342810779308,0.00029310384361513897,True,True,True,True,0.0533095912878182,0.05374655178800314,,,,,-5.321192597288868e-07,0.04357633138412941,-5.289602476500314e-07,0.04457721161353382,0.000609815428601967,0.0533095912878182,0.0006085707887983644,0.05374655178800314,-0.004843694330614715,0.04899704145195974,-0.004819442677046811,0.0497437539341871
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304 AND Median >= 11541.060000,2,186,0.7018867924528301,65,0.03820108467369299,0.038107579177166784,0.007316258675062814,0.007316969957212572,-0.18753741714156535,-0.18782961133599896,0.0002921941944336037,True,True,True,True,0.06472513020381723,0.06515957572205515,,,,,-4.996948474730442e-07,0.05698581654745544,-4.9656834381657e-07,0.05826707376554032,0.0005821204998904546,0.06472513020381723,0.0005810555059437343,0.06515957572205515,-0.0048929054208099055,0.04884749384810196,-0.004871276327575115,0.04936370744856434
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Median >= 11541.060000,2,212,0.8,91,0.040076103729075885,0.04000955771751624,0.006818397123954592,0.006818869804273929,-0.07859588561411313,-0.07881600563876656,0.00022012002465343627,True,True,True,True,0.054345741836849766,0.05481637011858975,,,,,-5.40185427829631e-07,0.020209999376784856,-5.375093350567703e-07,0.020687355530988067,0.0005878198335291927,0.043460930227340544,0.0005869882050759013,0.04372007278342813,-0.004543140014528551,0.054345741836849766,-0.004525184347370901,0.05481637011858975
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Std >= 905.962517,2,212,0.8,91,0.04149927139564946,0.04139648634106019,0.006745027504716394,0.00674575080935205,-0.09312676309033785,-0.09333999672241755,0.00021323363207970125,True,True,True,True,0.055195102253430876,0.055937015888433556,,,,,-5.665691466816486e-07,0.015231976810031895,-5.63875226883826e-07,0.015594247083152808,0.0006117631299921021,0.0356091629451976,0.0006107788832951779,0.03587294693499649,-0.004479895733915719,0.055195102253430876,-0.004459160890433478,0.055937015888433556
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 1.134304 AND Mean >= 11518.911118,2,186,0.7018867924528301,65,0.03297835090445911,0.03288179295525062,0.0074170265417484145,0.007417767138272565,-0.22137447864031468,-0.22158303192651552,0.00020855328620084101,True,True,True,True,0.09236131703667984,0.09280670023004214,,,,,-4.521507345343086e-07,0.0867804354395317,-4.493501748425609e-07,0.0884284364837347,0.0005346569187704288,0.09236131703667984,0.0005338639264187686,0.09280670023004214,-0.004663857403930576,0.06163047136903097,-0.004641462397926541,0.06230900995597698
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517 AND VIX <= 24.808000,2,201,0.7584905660377359,80,0.03241736473969503,0.03228988508934205,0.006614212563436928,0.006615083990304482,-0.10034626407921343,-0.10051562806715486,0.00016936398794142882,True,True,True,True,0.08090364584784251,0.08144817518187891,,,,,-4.2863465164624255e-07,0.06357124121899184,-4.2601546854568353e-07,0.06492249686828033,0.000554237518760746,0.08090364584784251,0.0005531483764599677,0.08144817518187891,-0.004452571207745166,0.05976089850781211,-0.0044304844991220815,0.0607012568896434
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Mean >= 11518.911118,2,212,0.8,91,0.035007956879321345,0.03493648968751095,0.006905700443180961,0.006906211878504886,-0.09352042718875886,-0.0936801446416633,0.00015971745290443984,True,True,True,True,0.0674524617460766,0.06808547008343646,,,,,-4.993941658189919e-07,0.0326536840717781,-4.969751684146716e-07,0.033320376534827535,0.0005458874455908081,0.06268486358206725,0.0005452743861970491,0.06295372470762488,-0.0043380094745139345,0.0674524617460766,-0.004318980383703736,0.06808547008343646
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Mean >= 21165.788180,2,187,0.7056603773584905,66,0.058905837375323955,0.058905460650745534,0.0067611098458668795,0.006761112552372092,-0.16218843604223032,-0.16232016818143835,0.0001317321392080295,True,True,True,True,0.05762404814061924,0.05839920190864392,,,,,-4.704615455246482e-07,0.05762404814061924,-4.6869127597603624e-07,0.05839920190864392,0.0008812613469479138,0.005525284769838391,0.0008808972583735084,0.0055398436518739914,-0.005270978611250625,0.0276023313104487,-0.005263161814471488,0.027603500349109234
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Median >= 21085.300000,2,187,0.7056603773584905,66,0.058905837375323955,0.058905460650745534,0.0067611098458668795,0.006761112552372092,-0.16218843604223032,-0.16232016818143835,0.0001317321392080295,True,True,True,True,0.05762404814061924,0.05839920190864392,,,,,-4.704615455246482e-07,0.05762404814061924,-4.6869127597603624e-07,0.05839920190864392,0.0008812613469479138,0.005525284769838391,0.0008808972583735084,0.0055398436518739914,-0.005270978611250625,0.0276023313104487,-0.005263161814471488,0.027603500349109234
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789 AND VIX >= 13.498000,2,187,0.7056603773584905,66,0.03641016372805306,0.03638762974280696,0.007462892784050712,0.007463067307182396,-0.1617332465496628,-0.16178832208580074,5.507553613792737e-05,True,True,True,True,0.08201644097325929,0.08223253937838822,,,,,-4.732208806701523e-07,0.06745337112320764,-4.7216483380993076e-07,0.06792144020115969,0.000682234726270935,0.033539568924714,0.0006818527816030432,0.03361938121722095,-0.004344685263037421,0.08201644097325929,-0.004336474045893777,0.08223253937838822
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789,1,212,0.8,91,0.031895748973452265,0.03188092426631106,0.006999360982000098,0.006999468164131178,-0.13374898417206427,-0.1337941011554591,4.511698339482173e-05,True,True,True,True,0.08636834561918441,0.08653841957419023,,,,,-4.357585359073573e-07,0.07131285905443635,-4.34848963429916e-07,0.07177080510592994,0.0006103232887253519,0.03668877782183176,0.0006100924218631096,0.03674741484152838,-0.004087624998750121,0.08636834561918441,-0.004080984295214996,0.08653841957419023
model_2,Kurtosis + Median + Fear and Greed Index,Mean >= 11518.911118 AND Std >= 1391.698789,2,211,0.7962264150943397,90,0.03210395016279188,0.03208385909569522,0.007029560113580283,0.007029706029418996,-0.12642813455412227,-0.12646839633978524,4.026178566296501e-05,True,True,True,True,0.08669969950215035,0.08693016756406916,,,,,-4.3073538210644614e-07,0.07597136966362396,-4.298396129778675e-07,0.0764505711985221,0.0006184326038941492,0.0354835590424947,0.0006181302584704623,0.03555786782302872,-0.004092471000340686,0.08669969950215035,-0.00408502181600754,0.08693016756406916
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789 AND Median >= 11541.060000,2,211,0.7962264150943397,90,0.03210395016279188,0.03208385909569522,0.007029560113580283,0.007029706029418996,-0.12642813455412227,-0.12646839633978524,4.026178566296501e-05,True,True,True,True,0.08669969950215035,0.08693016756406916,,,,,-4.3073538210644614e-07,0.07597136966362396,-4.298396129778675e-07,0.0764505711985221,0.0006184326038941492,0.0354835590424947,0.0006181302584704623,0.03555786782302872,-0.004092471000340686,0.08669969950215035,-0.00408502181600754,0.08693016756406916
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Std >= 1391.698789,2,192,0.7245283018867924,71,0.046641363431173644,0.046620555453602,0.00710252857364809,0.007102683593227914,-0.16517071215322465,-0.16520752609195521,3.681393873056216e-05,True,True,True,True,0.05407435888001928,0.054207109227457126,,,,,-5.886416818047163e-07,0.020786520196104094,-5.876044733231954e-07,0.020952704615037742,0.0006964855003826009,0.024498754683378483,0.0006962178720784839,0.024545716758730206,-0.004685100640604917,0.05407435888001928,-0.004677342606482757,0.054207109227457126
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 1391.698789 AND VIX <= 29.206000,2,199,0.7509433962264151,78,0.03254254665896561,0.03251852306343328,0.007060259059168122,0.007060434377273745,-0.1210816568317108,-0.12111284262525612,3.118579354532969e-05,True,True,True,True,0.08428262568741994,0.08453453005627204,,,,,-4.7441278033889407e-07,0.0584054418454613,-4.735008831145756e-07,0.058780932598769216,0.0005832583999895662,0.06021804911028939,0.0005829225206454928,0.06034470077513592,-0.004143398620954999,0.08428262568741994,-0.0041355375101143465,0.08453453005627204
model_2,Kurtosis + Median + Fear and Greed Index,VIX >= 13.498000 AND T-2 Return >= -0.036365,2,190,0.7169811320754716,69,0.030358758537984754,0.030348255452039674,0.007006899851169399,0.007006975749417328,-0.143859127669822,-0.14461274314894146,0.0007536154791194516,False,False,True,True,0.12469011761344315,0.12863986168500408,,,,,-3.3951807047195125e-07,0.12469011761344315,-3.35357054310989e-07,0.12863986168500408,0.000579206724099051,0.07187364162841549,0.0005776952317941502,0.0724567642751193,-0.004039186394373834,0.07694741470340205,-0.00401919079522651,0.07704232546952644
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND Fear and Greed Index >= 27.000000,2,195,0.7358490566037735,74,0.024731080461276922,0.02433765107975039,0.006871654743546784,0.00687442681063685,-0.03589029655984266,-0.03657289190600044,0.0006825953461577772,False,False,True,True,0.13905159554457477,0.1402595402286694,,,,,-3.275487295995909e-07,0.13426097470505974,-3.2279751090946804e-07,0.13916647841963917,0.0005673256777437056,0.13905159554457477,0.0005657548401441691,0.1402595402286694,-0.004087763626175065,0.09131626656476938,-0.004026352532295625,0.09579565035516636
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,1,185,0.6981132075471698,64,0.04429733338797581,0.044077074348790046,0.0064032900715131754,0.006404765826021405,-0.0864419759177637,-0.08712230826647249,0.0006803323487087898,False,False,True,True,0.1381375720988674,0.1430964904856432,,,,,-3.205084231927887e-07,0.1381375720988674,-3.159068809853111e-07,0.1430964904856432,0.0011630432293179794,0.012584985132817162,0.0011638091365003807,0.012586600895879194,-0.004424700640127351,0.04832883063550279,-0.004385654800701007,0.04954122549343282
model_2,Kurtosis + Median + Fear and Greed Index,T-2 Return >= -0.036365 AND T-4 Return <= 0.108559,2,193,0.7283018867924528,72,0.033777074922627714,0.033700074406474045,0.006886868432403734,0.00688741726271009,-0.18258648514275633,-0.18317493324084855,0.0005884480980922202,False,False,True,True,0.10679714795185256,0.11012405473275061,,,,,-3.597252453938848e-07,0.10679714795185256,-3.557365579706028e-07,0.11012405473275061,0.0006548662126730956,0.03898151483436375,0.000653564313197961,0.03929980882465101,-0.00393396689226053,0.08077722787209081,-0.003906609839918661,0.08152811902992677
model_2,Kurtosis + Median + Fear and Greed Index,T-2 Return >= -0.036365,1,212,0.8,91,0.030910822724768305,0.030879710319292708,0.00653313564939683,0.006533345394351286,-0.11958247267656241,-0.12014236893414787,0.0005598962575854571,False,False,True,True,0.1089714908057977,0.11253706792513503,,,,,-3.35055318878256e-07,0.1089714908057977,-3.3113795254915377e-07,0.11253706792513503,0.0006009992414279495,0.04380096517861981,0.0005998638808202034,0.04411875738503611,-0.003915473653205564,0.0724448109025657,-0.0038946269717093454,0.07274019257481085
model_2,Kurtosis + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000 AND T-2 Return >= -0.036365,2,197,0.7433962264150943,76,0.041512765325099066,0.041356543315525074,0.0060397195113833435,0.0060407039137678475,-0.08902891631016652,-0.08951545596823474,0.0004865396580682191,False,False,True,True,0.11848945054360137,0.12349920720257597,,,,,-3.197120865432743e-07,0.11848945054360137,-3.1486630462500655e-07,0.12349920720257597,0.0007191279033336496,0.02687750763768091,0.0007179214889261928,0.027110233058015014,-0.0047003823637054905,0.028107113315991968,-0.004666047127376833,0.028623560103710033
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.036365,2,191,0.720754716981132,70,0.04259565902688345,0.04250431998275528,0.006546212551649822,0.0065468370785832656,-0.09690627939919882,-0.09737270929719544,0.00046642989799661194,False,False,True,True,0.11875984093121858,0.12226143551269172,,,,,-3.457620389569709e-07,0.11875984093121858,-3.419588119902885e-07,0.12226143551269172,0.0007908323606619798,0.014740061266408824,0.0007895435926518064,0.014871961137187417,-0.0044258457469908636,0.056681072986583245,-0.004408058528439581,0.057290426441202746
model_2,Kurtosis + Median + Fear and Greed Index,T-2 Return >= -0.093502 AND T-4 Return <= 0.108559,2,216,0.8150943396226416,95,0.022291207727686446,0.022238379578330747,0.006813222420631599,0.006813590556762188,-0.07958459057379064,-0.08004095363182273,0.0004563630580320943,False,False,True,True,0.14085796898471112,0.14402759593357617,,,,,-3.1316880892793863e-07,0.13993248071958203,-3.093901314564117e-07,0.14402759593357617,0.0004355545992306945,0.14085796898471112,0.0004342297485104817,0.14189348886748554,-0.003738811914327088,0.0921163029962568,-0.003714519083147581,0.0927740710087064
model_2,Kurtosis + Median + Fear and Greed Index,Kurtosis >= 0.998813 AND T-3 Return >= -0.036365,2,188,0.7094339622641509,67,0.039442405467415065,0.039443940141665634,0.006485885004895331,0.00648587464245505,-0.019126987444975763,-0.019525578388977838,0.0003985909440020752,False,False,True,True,0.11329585847586866,0.11390287869021756,,,,,-4.25201935043108e-07,0.05233402335757995,-4.2046106566860635e-07,0.05449262020842294,0.0004986092443203322,0.11329585847586866,0.0004976298537867922,0.11390287869021756,-0.00508860681882714,0.029215131789992205,-0.00507794078755959,0.029210155272274455
model_2,Kurtosis + Median + Fear and Greed Index,VIX <= 29.206000 AND T-2 Return >= -0.093502,2,215,0.8113207547169812,94,0.02303692798123791,0.022925269830422756,0.006937828415529195,0.006938621347333618,-0.05579711022195988,-0.056166301349345193,0.00036919112738531545,False,False,True,True,0.12989690086182823,0.13337712410532787,,,,,-3.293480599855251e-07,0.12989690086182823,-3.258364748143763e-07,0.13337712410532787,0.0004722184499127002,0.12554494012365158,0.00047071087188879613,0.12661242547198828,-0.003938453068469748,0.09563709160782347,-0.003914709865862733,0.09708571895517408
model_2,Kurtosis + Median + Fear and Greed Index,T-2 Return >= -0.093502 AND T-3 Return >= -0.093502,2,215,0.8113207547169812,94,0.025016017048730466,0.025061965847560708,0.006765483293699269,0.0067651644517118265,-0.0445167638060735,-0.04487986359815466,0.0003630997920811563,False,False,True,True,0.13440679989544507,0.13846710545883556,,,,,-3.1189663835650464e-07,0.13440679989544507,-3.0806549130602764e-07,0.13846710545883556,0.0005158568053500448,0.09650335137615079,0.0005150070518936039,0.0969005784786834,-0.003955873557259598,0.07747278064587951,-0.003945308747954528,0.07700258824169177
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517 AND T-4 Return <= 0.108559,2,214,0.8075471698113208,93,0.02533472215510646,0.025261781205896394,0.006648586313556287,0.006649083873290526,-0.10310145892943523,-0.10346290831054428,0.0003614493811090469,False,False,True,False,0.14952833967999501,0.15189026050358587,,,,,-3.2834104062877405e-07,0.14952833967999501,-3.260221533826122e-07,0.15189026050358587,0.0005561423557456482,0.05365149630010047,0.0005551001324961482,0.054023941404441854,-0.0036749805212742547,0.10982683454951819,-0.0036573211053838816,0.11092216445879548
model_2,Kurtosis + Median + Fear and Greed Index,Std >= 905.962517 AND T-2 Return >= -0.036365,2,189,0.7132075471698113,68,0.04697688342493678,0.04697631088988086,0.006560916493808703,0.006560920435323473,-0.15460436316675197,-0.15495176293473123,0.00034739976797926175,False,False,True,True,0.10297950811725137,0.10474001120171586,,,,,-3.8139185663598374e-07,0.10297950811725137,-3.7900306953362896e-07,0.10474001120171586,0.0008313681899158051,0.008320884927267059,0.0008310062996275329,0.008340301159354815,-0.004402083017222958,0.057665797039077815,-0.004395824719127455,0.05766964149853637
