filter_rule,num_rules,n_obs_after_filter,retention_ratio,n_oos,r2_1pt,r2_2pt,mse_1pt,mse_2pt,r2_os_1pt,r2_os_2pt,delta_1pt_minus_2pt,p_count_lt_0_1_1pt,p_count_lt_0_1_2pt,all_p_le_0_1_1pt,all_p_le_0_1_2pt,coef_1pt_Kurtosis,p_1pt_Kurtosis,coef_1pt_Median,p_1pt_Median,coef_1pt_Fear and Greed Index,p_1pt_Fear and Greed Index,coef_2pt_Kurtosis,p_2pt_Kurtosis,coef_2pt_Median,p_2pt_Median,coef_2pt_Fear and Greed Index,p_2pt_Fear and Greed Index
VIX <= 34.464000 AND Kurtosis >= 1.270652 AND T-3 Return >= -0.110710,3,164,0.6188679245283019,43,0.04800323902024639,0.047746861599949564,0.007354352245561654,0.007356332808872321,0.027411049495922657,0.027099220392586387,0.0003118291033362697,3,3,True,True,-0.004652955253810308,0.06232727891795696,-5.363339745046149e-07,0.047910229333798356,0.0007427406661265541,0.032339502373200685,-0.004613250786816914,0.06396789370349507,-5.311633101665781e-07,0.04972603960530515,0.0007406636083196372,0.032778941294827904
T-3 Return >= -0.028431 AND Median <= 66247.920000 AND VIX >= 12.714000,3,151,0.569811320754717,31,0.041741925784510636,0.04154302138179522,0.00782924570648856,0.007830870813005127,0.01861252562582627,0.018107455642298764,0.0005050699835275063,3,3,True,True,-0.00410851103714341,0.09402195747975514,-7.85950320379119e-07,0.09306774373002737,0.0007107117813771732,0.06380584928443221,-0.004066271213319967,0.09582312795596476,-7.756894991552149e-07,0.09699339109500878,0.0007075301962153013,0.06480040112213808
T-3 Return >= -0.028431 AND Mean <= 66374.485907 AND VIX >= 12.714000,3,151,0.569811320754717,31,0.041741925784510636,0.04154302138179522,0.00782924570648856,0.007830870813005127,0.01861252562582627,0.018107455642298764,0.0005050699835275063,3,3,True,True,-0.00410851103714341,0.09402195747975514,-7.85950320379119e-07,0.09306774373002737,0.0007107117813771732,0.06380584928443221,-0.004066271213319967,0.09582312795596476,-7.756894991552149e-07,0.09699339109500878,0.0007075301962153013,0.06480040112213808
T-3 Return >= -0.028431 AND Median <= 66247.920000,2,157,0.5924528301886792,37,0.04569960122788652,0.045468998893715806,0.007667898371790903,0.007669751284421971,0.011382433004243686,0.011060683508788971,0.0003217494954547151,3,3,True,True,-0.004169567423430929,0.08497190722800929,-8.525112866986165e-07,0.06115715590618244,0.0007473320129478883,0.045586966313543364,-0.004123693129936817,0.08693166755704075,-8.42116391880448e-07,0.06401432711900862,0.0007441831633215176,0.046357170832887526
T-3 Return >= -0.028431 AND Mean <= 66374.485907,2,157,0.5924528301886792,37,0.04569960122788652,0.045468998893715806,0.007667898371790903,0.007669751284421971,0.011382433004243686,0.011060683508788971,0.0003217494954547151,3,3,True,True,-0.004169567423430929,0.08497190722800929,-8.525112866986165e-07,0.06115715590618244,0.0007473320129478883,0.045586966313543364,-0.004123693129936817,0.08693166755704075,-8.42116391880448e-07,0.06401432711900862,0.0007441831633215176,0.046357170832887526
T-3 Return >= -0.028431 AND Median <= 66247.920000 AND Mean <= 66374.485907,3,157,0.5924528301886792,37,0.04569960122788652,0.045468998893715806,0.007667898371790903,0.007669751284421971,0.011382433004243686,0.011060683508788971,0.0003217494954547151,3,3,True,True,-0.004169567423430929,0.08497190722800929,-8.525112866986165e-07,0.06115715590618244,0.0007473320129478883,0.045586966313543364,-0.004123693129936817,0.08693166755704075,-8.42116391880448e-07,0.06401432711900862,0.0007441831633215176,0.046357170832887526
T-3 Return >= -0.028431 AND Median <= 66247.920000 AND Mean <= 81931.351554,3,157,0.5924528301886792,37,0.04569960122788652,0.045468998893715806,0.007667898371790903,0.007669751284421971,0.011382433004243686,0.011060683508788971,0.0003217494954547151,3,3,True,True,-0.004169567423430929,0.08497190722800929,-8.525112866986165e-07,0.06115715590618244,0.0007473320129478883,0.045586966313543364,-0.004123693129936817,0.08693166755704075,-8.42116391880448e-07,0.06401432711900862,0.0007441831633215176,0.046357170832887526
T-3 Return >= -0.028431 AND Median <= 66247.920000 AND Mean <= 96175.901226,3,157,0.5924528301886792,37,0.04569960122788652,0.045468998893715806,0.007667898371790903,0.007669751284421971,0.011382433004243686,0.011060683508788971,0.0003217494954547151,3,3,True,True,-0.004169567423430929,0.08497190722800929,-8.525112866986165e-07,0.06115715590618244,0.0007473320129478883,0.045586966313543364,-0.004123693129936817,0.08693166755704075,-8.42116391880448e-07,0.06401432711900862,0.0007441831633215176,0.046357170832887526
T-3 Return >= -0.028431 AND Median <= 66247.920000 AND Mean <= 103410.651804,3,157,0.5924528301886792,37,0.04569960122788652,0.045468998893715806,0.007667898371790903,0.007669751284421971,0.011382433004243686,0.011060683508788971,0.0003217494954547151,3,3,True,True,-0.004169567423430929,0.08497190722800929,-8.525112866986165e-07,0.06115715590618244,0.0007473320129478883,0.045586966313543364,-0.004123693129936817,0.08693166755704075,-8.42116391880448e-07,0.06401432711900862,0.0007441831633215176,0.046357170832887526
T-3 Return >= -0.028431 AND Mean <= 66374.485907 AND Median <= 81856.120000,3,157,0.5924528301886792,37,0.04569960122788652,0.045468998893715806,0.007667898371790903,0.007669751284421971,0.011382433004243686,0.011060683508788971,0.0003217494954547151,3,3,True,True,-0.004169567423430929,0.08497190722800929,-8.525112866986165e-07,0.06115715590618244,0.0007473320129478883,0.045586966313543364,-0.004123693129936817,0.08693166755704075,-8.42116391880448e-07,0.06401432711900862,0.0007441831633215176,0.046357170832887526
T-3 Return >= -0.028431 AND Mean <= 66374.485907 AND Median <= 96165.020000,3,157,0.5924528301886792,37,0.04569960122788652,0.045468998893715806,0.007667898371790903,0.007669751284421971,0.011382433004243686,0.011060683508788971,0.0003217494954547151,3,3,True,True,-0.004169567423430929,0.08497190722800929,-8.525112866986165e-07,0.06115715590618244,0.0007473320129478883,0.045586966313543364,-0.004123693129936817,0.08693166755704075,-8.42116391880448e-07,0.06401432711900862,0.0007441831633215176,0.046357170832887526
T-3 Return >= -0.028431 AND Mean <= 66374.485907 AND Median <= 103346.700000,3,157,0.5924528301886792,37,0.04569960122788652,0.045468998893715806,0.007667898371790903,0.007669751284421971,0.011382433004243686,0.011060683508788971,0.0003217494954547151,3,3,True,True,-0.004169567423430929,0.08497190722800929,-8.525112866986165e-07,0.06115715590618244,0.0007473320129478883,0.045586966313543364,-0.004123693129936817,0.08693166755704075,-8.42116391880448e-07,0.06401432711900862,0.0007441831633215176,0.046357170832887526
T-3 Return >= -0.028431 AND Median <= 81856.120000 AND T-2 Return >= -0.110710,3,156,0.5886792452830188,36,0.04765509886427477,0.047529433359457585,0.007746777665450459,0.007747799882007584,0.010852250345453562,0.010487412112793804,0.0003648382326597588,3,3,True,True,-0.00449315909707993,0.06564754129001575,-7.668333761812095e-07,0.06665117862965542,0.0008232780914845187,0.0341369037547759,-0.004459446124167615,0.06644865743615098,-7.569946756330142e-07,0.06978775816328486,0.0008205949903811932,0.03459954791773174
T-3 Return >= -0.028431 AND Mean <= 81931.351554 AND T-2 Return >= -0.110710,3,156,0.5886792452830188,36,0.04765509886427477,0.047529433359457585,0.007746777665450459,0.007747799882007584,0.010852250345453562,0.010487412112793804,0.0003648382326597588,3,3,True,True,-0.00449315909707993,0.06564754129001575,-7.668333761812095e-07,0.06665117862965542,0.0008232780914845187,0.0341369037547759,-0.004459446124167615,0.06644865743615098,-7.569946756330142e-07,0.06978775816328486,0.0008205949903811932,0.03459954791773174
T-3 Return >= -0.028431 AND Kurtosis >= 0.896639 AND Median <= 81856.120000,3,157,0.5924528301886792,37,0.04882058672198997,0.048582993100209526,0.007447676932592176,0.007449537276194615,0.005505397954303826,0.004888650705855202,0.0006167472484486236,3,3,True,True,-0.005240770683766923,0.03708277902530726,-8.304792712767717e-07,0.05413455185864747,0.0006884872075925961,0.06073078194552229,-0.005205293203838917,0.0379220033272786,-8.192315178765089e-07,0.05702851180963639,0.0006850549266596985,0.061846125616249775
T-3 Return >= -0.028431 AND Kurtosis >= 0.896639 AND Mean <= 81931.351554,3,157,0.5924528301886792,37,0.04882058672198997,0.048582993100209526,0.007447676932592176,0.007449537276194615,0.005505397954303826,0.004888650705855202,0.0006167472484486236,3,3,True,True,-0.005240770683766923,0.03708277902530726,-8.304792712767717e-07,0.05413455185864747,0.0006884872075925961,0.06073078194552229,-0.005205293203838917,0.0379220033272786,-8.192315178765089e-07,0.05702851180963639,0.0006850549266596985,0.061846125616249775
T-3 Return >= -0.028431 AND Median <= 81856.120000 AND T-4 Return <= 0.139611,3,156,0.5886792452830188,36,0.03987827617758888,0.03975121681916194,0.007872669760392375,0.007873711603675412,0.004821286675187775,0.004355120105181576,0.000466166570006199,3,3,True,True,-0.0040425691871420755,0.09721931996210544,-7.554563067352319e-07,0.0807986691247907,0.00072128180621295,0.05873449615683556,-0.004008389492833626,0.09844665226684653,-7.467020828220395e-07,0.08392374469818799,0.0007186451051772919,0.05948599931048766
T-3 Return >= -0.028431 AND Mean <= 81931.351554 AND T-4 Return <= 0.139611,3,156,0.5886792452830188,36,0.03987827617758888,0.03975121681916194,0.007872669760392375,0.007873711603675412,0.004821286675187775,0.004355120105181576,0.000466166570006199,3,3,True,True,-0.0040425691871420755,0.09721931996210544,-7.554563067352319e-07,0.0807986691247907,0.00072128180621295,0.05873449615683556,-0.004008389492833626,0.09844665226684653,-7.467020828220395e-07,0.08392374469818799,0.0007186451051772919,0.05948599931048766
T-3 Return >= -0.028431 AND Median <= 81856.120000 AND Skewness >= -0.892341,3,157,0.5924528301886792,37,0.03462090335553469,0.034624709861105885,0.007505476540229979,0.007505446946013195,0.02517999173824359,0.024956825763604806,0.00022316597463878374,2,2,False,False,-0.004908175988473438,0.09692982328520278,-6.569799093958867e-07,0.11939790169217307,0.0007304147570530775,0.06123116445077732,-0.004904450574691242,0.09689338792803331,-6.476828423602065e-07,0.12386249292362662,0.0007290139040823315,0.06154722209805042
T-3 Return >= -0.028431 AND Mean <= 81931.351554 AND Skewness >= -0.892341,3,157,0.5924528301886792,37,0.03462090335553469,0.034624709861105885,0.007505476540229979,0.007505446946013195,0.02517999173824359,0.024956825763604806,0.00022316597463878374,2,2,False,False,-0.004908175988473438,0.09692982328520278,-6.569799093958867e-07,0.11939790169217307,0.0007304147570530775,0.06123116445077732,-0.004904450574691242,0.09689338792803331,-6.476828423602065e-07,0.12386249292362662,0.0007290139040823315,0.06154722209805042
T-3 Return >= -0.028431 AND Median <= 81856.120000 AND VIX >= 13.498000,3,150,0.5660377358490566,30,0.03956474912236685,0.03939104725633946,0.008125234602451329,0.008126704111625497,0.015396999086526364,0.014554225206563687,0.0008427738799626772,2,2,False,False,-0.0043195953333777645,0.08275894214279746,-7.043530933616638e-07,0.11038376841610707,0.0006779567597593765,0.08041196167323468,-0.004279651960958321,0.08411423613757835,-6.946011023207546e-07,0.11491394437197293,0.0006746344662407164,0.08165381368999151
T-3 Return >= -0.028431 AND Mean <= 81931.351554 AND VIX >= 13.498000,3,150,0.5660377358490566,30,0.03956474912236685,0.03939104725633946,0.008125234602451329,0.008126704111625497,0.015396999086526364,0.014554225206563687,0.0008427738799626772,2,2,False,False,-0.0043195953333777645,0.08275894214279746,-7.043530933616638e-07,0.11038376841610707,0.0006779567597593765,0.08041196167323468,-0.004279651960958321,0.08411423613757835,-6.946011023207546e-07,0.11491394437197293,0.0006746344662407164,0.08165381368999151
T-3 Return >= -0.028431 AND Kurtosis >= 0.896639 AND VIX <= 29.206000,3,170,0.6415094339622641,49,0.04043234032843679,0.04025422628706543,0.006642798949495315,0.00664403197955316,0.014526571644006725,0.014304431971688847,0.00022213967231787812,2,2,False,False,-0.005064944966898641,0.033092082458033634,-3.6781415296811396e-07,0.1238698863124563,0.000599103048034493,0.07426051895992758,-0.005037279305114177,0.03369150372563903,-3.630430758442826e-07,0.12818675600189872,0.0005970432417634266,0.07514910629849238
T-3 Return >= -0.028431 AND Kurtosis >= 0.896639 AND VIX <= 34.464000,3,178,0.6716981132075471,57,0.04155563566675258,0.04141517396209771,0.006638182013610118,0.0066391548508410924,0.010369111925707108,0.010234624228298794,0.00013448769740831423,2,2,False,False,-0.005159681947005861,0.028910491319815632,-3.738498763113145e-07,0.1147615996323758,0.0006321975977396696,0.05210952746194546,-0.00513471761847218,0.029340718582140192,-3.689419280601877e-07,0.11893335314366761,0.0006301846991900706,0.05275999456551648
Fear and Greed Index >= 34.600000 AND T-3 Return >= -0.036365 AND VIX <= 34.464000,3,151,0.569811320754717,30,0.04358387824488408,0.043462830051769874,0.005203389385714487,0.0052040479493552306,0.006883991878767093,0.006657669203699812,0.00022632267506728088,2,2,False,False,-0.004536242060283465,0.03609429443238828,-3.367375435659671e-07,0.1140701106851705,0.0008310278739409896,0.06956855394055858,-0.00452088778010939,0.036489026411940066,-3.329271054440392e-07,0.11753029616680472,0.000831403900089355,0.06953018756547444
