model_id,variables,method,variable,coefficient,p_value,final_filter_rule,retention_ratio
model_0051,Skewness + T-1 Return + T-2 Return,1pt,T-2 Return,0.04980247903100834,0.12033351167689615,Skewness <= 1.014132,0.8
model_0051,Skewness + T-1 Return + T-2 Return,2pt,const,0.003186849322424797,0.003566853230109551,Skewness <= 1.014132,0.8
model_0051,Skewness + T-1 Return + T-2 Return,2pt,Skewness,0.005787448299305015,4.7187841553392233e-07,Skewness <= 1.014132,0.8
model_0051,Skewness + T-1 Return + T-2 Return,2pt,T-1 Return,-0.013490307290800679,0.6903812262315882,Skewness <= 1.014132,0.8
model_0051,Skewness + T-1 Return + T-2 Return,2pt,T-2 Return,0.050247489513823074,0.11708395515100811,Skewness <= 1.014132,0.8
model_0314,Skewness + Std + T-1 Return + T-2 Return + T-4 Return,1pt,const,0.0044616229034589346,0.03645240873997519,Std <= 2300.918297,0.8
model_0314,Skewness + Std + T-1 Return + T-2 Return + T-4 Return,1pt,Skewness,0.004366313762707631,3.4123505045007512e-06,Std <= 2300.918297,0.8
model_0314,Skewness + Std + T-1 Return + T-2 Return + T-4 Return,1pt,Std,-1.8579267162140566e-06,0.24452130938217748,Std <= 2300.918297,0.8
model_0314,Skewness + Std + T-1 Return + T-2 Return + T-4 Return,1pt,T-1 Return,-0.033050705103552645,0.35193905325171726,Std <= 2300.918297,0.8
model_0314,Skewness + Std + T-1 Return + T-2 Return + T-4 Return,1pt,T-2 Return,0.03559299798681194,0.2794331032453299,Std <= 2300.918297,0.8
model_0314,Skewness + Std + T-1 Return + T-2 Return + T-4 Return,1pt,T-4 Return,-0.046196068889293326,0.16231525371210007,Std <= 2300.918297,0.8
model_0314,Skewness + Std + T-1 Return + T-2 Return + T-4 Return,2pt,const,0.004342572892084381,0.04209290033758747,Std <= 2300.918297,0.8
model_0314,Skewness + Std + T-1 Return + T-2 Return + T-4 Return,2pt,Skewness,0.004374007300191881,3.857511606743139e-06,Std <= 2300.918297,0.8
model_0314,Skewness + Std + T-1 Return + T-2 Return + T-4 Return,2pt,Std,-1.78156970850052e-06,0.26575807270076063,Std <= 2300.918297,0.8
model_0314,Skewness + Std + T-1 Return + T-2 Return + T-4 Return,2pt,T-1 Return,-0.032517583020519825,0.35993634647007366,Std <= 2300.918297,0.8
model_0314,Skewness + Std + T-1 Return + T-2 Return + T-4 Return,2pt,T-2 Return,0.03598977711313258,0.2742183874953812,Std <= 2300.918297,0.8
model_0314,Skewness + Std + T-1 Return + T-2 Return + T-4 Return,2pt,T-4 Return,-0.046079490734360386,0.1634310885417097,Std <= 2300.918297,0.8
model_0174,Skewness + T-1 Return + T-2 Return + T-4 Return,1pt,const,0.0033245744230446716,0.002479064834401571,Skewness <= 1.014132,0.8
model_0174,Skewness + T-1 Return + T-2 Return + T-4 Return,1pt,Skewness,0.005809204247791613,3.8227022203904447e-07,Skewness <= 1.014132,0.8
model_0174,Skewness + T-1 Return + T-2 Return + T-4 Return,1pt,T-1 Return,-0.014053935086740493,0.6780104573054861,Skewness <= 1.014132,0.8
model_0174,Skewness + T-1 Return + T-2 Return + T-4 Return,1pt,T-2 Return,0.050931196577050745,0.11219366907296768,Skewness <= 1.014132,0.8
model_0174,Skewness + T-1 Return + T-2 Return + T-4 Return,1pt,T-4 Return,-0.041999783749593414,0.20705377320818408,Skewness <= 1.014132,0.8
model_0174,Skewness + T-1 Return + T-2 Return + T-4 Return,2pt,const,0.003292984083899958,0.0026758547267435547,Skewness <= 1.014132,0.8
model_0174,Skewness + T-1 Return + T-2 Return + T-4 Return,2pt,Skewness,0.00581907500805325,4.087195767040184e-07,Skewness <= 1.014132,0.8
model_0174,Skewness + T-1 Return + T-2 Return + T-4 Return,2pt,T-1 Return,-0.013455632882518146,0.6910463250428199,Skewness <= 1.014132,0.8
model_0174,Skewness + T-1 Return + T-2 Return + T-4 Return,2pt,T-2 Return,0.0513750218927437,0.10913055785954405,Skewness <= 1.014132,0.8
model_0174,Skewness + T-1 Return + T-2 Return + T-4 Return,2pt,T-4 Return,-0.0418657710810694,0.20852882578799056,Skewness <= 1.014132,0.8
model_0062,Skewness + Mean + Std + T-2 Return,1pt,const,0.004011332608594952,0.0506746373100353,Kurtosis >= -0.841103,0.8
model_0062,Skewness + Mean + Std + T-2 Return,1pt,Skewness,0.005542560141279853,5.940028170145082e-09,Kurtosis >= -0.841103,0.8
model_0062,Skewness + Mean + Std + T-2 Return,1pt,Mean,9.951064777104513e-08,0.03127121950783778,Kurtosis >= -0.841103,0.8
model_0062,Skewness + Mean + Std + T-2 Return,1pt,Std,-3.8973678702128745e-06,0.005917377154494412,Kurtosis >= -0.841103,0.8
model_0062,Skewness + Mean + Std + T-2 Return,1pt,T-2 Return,0.0279943936341165,0.38021043997886605,Kurtosis >= -0.841103,0.8
model_0062,Skewness + Mean + Std + T-2 Return,2pt,const,0.0038693498548930784,0.05941930573732328,Kurtosis >= -0.841103,0.8
model_0062,Skewness + Mean + Std + T-2 Return,2pt,Skewness,0.005590035011555826,5.431939702775437e-09,Kurtosis >= -0.841103,0.8
model_0062,Skewness + Mean + Std + T-2 Return,2pt,Mean,1.010394416900974e-07,0.028814691339701954,Kurtosis >= -0.841103,0.8
model_0062,Skewness + Mean + Std + T-2 Return,2pt,Std,-3.86706103574153e-06,0.006295432140482496,Kurtosis >= -0.841103,0.8
model_0062,Skewness + Mean + Std + T-2 Return,2pt,T-2 Return,0.028410374120075424,0.3731386677170002,Kurtosis >= -0.841103,0.8
model_0203,Skewness + Mean + Std + T-2 Return + T-4 Return,1pt,const,0.004020117964560517,0.05026585786946136,Kurtosis >= -0.841103,0.8
model_0203,Skewness + Mean + Std + T-2 Return + T-4 Return,1pt,Skewness,0.005542090489964346,6.0365038036935976e-09,Kurtosis >= -0.841103,0.8
model_0203,Skewness + Mean + Std + T-2 Return + T-4 Return,1pt,Mean,9.900020522868781e-08,0.032248552526895576,Kurtosis >= -0.841103,0.8
model_0203,Skewness + Mean + Std + T-2 Return + T-4 Return,1pt,Std,-3.860671797964901e-06,0.006483570214441162,Kurtosis >= -0.841103,0.8
model_0203,Skewness + Mean + Std + T-2 Return + T-4 Return,1pt,T-2 Return,0.028160581428383347,0.3775924175197989,Kurtosis >= -0.841103,0.8
model_0203,Skewness + Mean + Std + T-2 Return + T-4 Return,1pt,T-4 Return,-0.017464404330619826,0.5941804736824422,Kurtosis >= -0.841103,0.8
model_0203,Skewness + Mean + Std + T-2 Return + T-4 Return,2pt,const,0.0038780686214386602,0.05895376056095337,Kurtosis >= -0.841103,0.8
model_0203,Skewness + Mean + Std + T-2 Return + T-4 Return,2pt,Skewness,0.005589094313003244,5.537327311776876e-09,Kurtosis >= -0.841103,0.8
model_0203,Skewness + Mean + Std + T-2 Return + T-4 Return,2pt,Mean,1.0053064460835462e-07,0.029725338535234756,Kurtosis >= -0.841103,0.8
model_0203,Skewness + Mean + Std + T-2 Return + T-4 Return,2pt,Std,-3.8307138519784535e-06,0.006888820515384421,Kurtosis >= -0.841103,0.8
model_0203,Skewness + Mean + Std + T-2 Return + T-4 Return,2pt,T-2 Return,0.02857451778582772,0.3705893686544234,Kurtosis >= -0.841103,0.8
model_0203,Skewness + Mean + Std + T-2 Return + T-4 Return,2pt,T-4 Return,-0.017274526004638247,0.5981647497640896,Kurtosis >= -0.841103,0.8
model_0196,Skewness + Mean + Std + VIX + T-2 Return,1pt,const,-0.0012080470601571703,0.785138564951586,Kurtosis >= -0.841103,0.8
model_0196,Skewness + Mean + Std + VIX + T-2 Return,1pt,Skewness,0.005555949655021998,5.405903376647875e-09,Kurtosis >= -0.841103,0.8
model_0196,Skewness + Mean + Std + VIX + T-2 Return,1pt,Mean,1.1922620540005037e-07,0.01403300869255677,Kurtosis >= -0.841103,0.8
model_0196,Skewness + Mean + Std + VIX + T-2 Return,1pt,Std,-3.989651550194514e-06,0.004878269629899041,Kurtosis >= -0.841103,0.8
model_0196,Skewness + Mean + Std + VIX + T-2 Return,1pt,VIX,0.0002197295684296699,0.18417585637252398,Kurtosis >= -0.841103,0.8
model_0196,Skewness + Mean + Std + VIX + T-2 Return,1pt,T-2 Return,0.02837386132130961,0.3736160518950149,Kurtosis >= -0.841103,0.8
model_0196,Skewness + Mean + Std + VIX + T-2 Return,2pt,const,-0.0013592931873331526,0.7590194923930169,Kurtosis >= -0.841103,0.8
model_0196,Skewness + Mean + Std + VIX + T-2 Return,2pt,Skewness,0.00560387493693521,4.930935894297345e-09,Kurtosis >= -0.841103,0.8
model_0196,Skewness + Mean + Std + VIX + T-2 Return,2pt,Mean,1.20799509782776e-07,0.012845618671671622,Kurtosis >= -0.841103,0.8
model_0196,Skewness + Mean + Std + VIX + T-2 Return,2pt,Std,-3.9597582221833005e-06,0.005190812528107556,Kurtosis >= -0.841103,0.8
model_0196,Skewness + Mean + Std + VIX + T-2 Return,2pt,VIX,0.00022011153516638966,0.18337715095872337,Kurtosis >= -0.841103,0.8
model_0196,Skewness + Mean + Std + VIX + T-2 Return,2pt,T-2 Return,0.02879184352043431,0.36658307079749153,Kurtosis >= -0.841103,0.8
model_0003,Skewness + Std,1pt,const,0.003906760171314965,0.00386797870218891,Skewness <= 1.014132,0.8
model_0003,Skewness + Std,1pt,Skewness,0.005753840437110802,5.068714076582659e-07,Skewness <= 1.014132,0.8
model_0003,Skewness + Std,1pt,Std,-3.6469901837402996e-07,0.4783844376139197,Skewness <= 1.014132,0.8
model_0003,Skewness + Std,2pt,const,0.003853533599419022,0.004297226462571016,Skewness <= 1.014132,0.8
model_0003,Skewness + Std,2pt,Skewness,0.005758091637828632,5.574580611604453e-07,Skewness <= 1.014132,0.8
model_0003,Skewness + Std,2pt,Std,-3.508035707322383e-07,0.4953981748180132,Skewness <= 1.014132,0.8
model_0001,Skewness,1pt,const,0.003341854152168868,0.0022011406868588214,Skewness <= 1.014132,0.8
model_0001,Skewness,1pt,Skewness,0.005790597007936705,4.151323614352131e-07,Skewness <= 1.014132,0.8
model_0001,Skewness,2pt,const,0.00331185150475671,0.0023709082709246695,Skewness <= 1.014132,0.8
model_0001,Skewness,2pt,Skewness,0.0057977875072200286,4.4797599379932804e-07,Skewness <= 1.014132,0.8
model_0199,Skewness + Mean + Std + T-1 Return + T-2 Return,1pt,const,0.003738244933322082,0.0814008904480955,Std <= 2300.918297,0.8
model_0199,Skewness + Mean + Std + T-1 Return + T-2 Return,1pt,Skewness,0.004976398292225549,3.1459697747507957e-07,Std <= 2300.918297,0.8
model_0199,Skewness + Mean + Std + T-1 Return + T-2 Return,1pt,Mean,1.3242822723394277e-07,0.017380497610818064,Std <= 2300.918297,0.8
model_0199,Skewness + Mean + Std + T-1 Return + T-2 Return,1pt,Std,-5.767086300713923e-06,0.011700021079098014,Std <= 2300.918297,0.8
model_0199,Skewness + Mean + Std + T-1 Return + T-2 Return,1pt,T-1 Return,-0.03271545586490192,0.35591052348234686,Std <= 2300.918297,0.8
model_0199,Skewness + Mean + Std + T-1 Return + T-2 Return,1pt,T-2 Return,0.03249619934000039,0.32275949527378534,Std <= 2300.918297,0.8
model_0199,Skewness + Mean + Std + T-1 Return + T-2 Return,2pt,const,0.003597477361295689,0.09424707603903325,Std <= 2300.918297,0.8
model_0199,Skewness + Mean + Std + T-1 Return + T-2 Return,2pt,Skewness,0.004998792097813509,3.460258049316453e-07,Std <= 2300.918297,0.8
model_0199,Skewness + Mean + Std + T-1 Return + T-2 Return,2pt,Mean,1.3299204398638276e-07,0.01694521014063764,Std <= 2300.918297,0.8
model_0199,Skewness + Mean + Std + T-1 Return + T-2 Return,2pt,Std,-5.696118555292617e-06,0.012765405689225852,Std <= 2300.918297,0.8
model_0199,Skewness + Mean + Std + T-1 Return + T-2 Return,2pt,T-1 Return,-0.032079537386430435,0.3655011746998357,Std <= 2300.918297,0.8
model_0199,Skewness + Mean + Std + T-1 Return + T-2 Return,2pt,T-2 Return,0.032957074348998236,0.3160254087100841,Std <= 2300.918297,0.8
model_0028,Skewness + Std + T-4 Return,1pt,const,0.005183590479554447,0.021447160641365672,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0028,Skewness + Std + T-4 Return,1pt,Skewness,0.004180044067754865,0.00019909305870171567,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0028,Skewness + Std + T-4 Return,1pt,Std,-2.4631972073448154e-06,0.1437232787050111,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0028,Skewness + Std + T-4 Return,1pt,T-4 Return,-0.07310721046991527,0.03708271610511179,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0028,Skewness + Std + T-4 Return,2pt,const,0.005055814695944099,0.024919092765482802,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0028,Skewness + Std + T-4 Return,2pt,Skewness,0.004169078761630337,0.00023024258890152615,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0028,Skewness + Std + T-4 Return,2pt,Std,-2.3845433431382946e-06,0.1581443866679398,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0028,Skewness + Std + T-4 Return,2pt,T-4 Return,-0.07289283623445789,0.03767475271636381,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0011,Skewness + T-4 Return,1pt,const,0.003448253253169899,0.0016363319743052818,Skewness <= 1.014132,0.8
model_0011,Skewness + T-4 Return,1pt,Skewness,0.005822071807844187,3.600199528890533e-07,Skewness <= 1.014132,0.8
model_0011,Skewness + T-4 Return,1pt,T-4 Return,-0.04052529217904735,0.22343063300537094,Skewness <= 1.014132,0.8
model_0011,Skewness + T-4 Return,2pt,const,0.003417294898473723,0.0017692390270578203,Skewness <= 1.014132,0.8
model_0011,Skewness + T-4 Return,2pt,Skewness,0.005828154100254676,3.906990132479371e-07,Skewness <= 1.014132,0.8
model_0011,Skewness + T-4 Return,2pt,T-4 Return,-0.04037599652122425,0.22516951000065583,Skewness <= 1.014132,0.8
model_0025,Skewness + Std + T-1 Return,1pt,const,0.003935862329551086,0.0036615260787811093,Skewness <= 1.014132,0.8
model_0025,Skewness + Std + T-1 Return,1pt,Skewness,0.0057375446215716976,5.577012038474789e-07,Skewness <= 1.014132,0.8
model_0025,Skewness + Std + T-1 Return,1pt,Std,-3.7101230293642316e-07,0.4711353345476338,Skewness <= 1.014132,0.8
model_0025,Skewness + Std + T-1 Return,1pt,T-1 Return,-0.015969305335881544,0.6375594916237629,Skewness <= 1.014132,0.8
model_0025,Skewness + Std + T-1 Return,2pt,const,0.003881020101284104,0.004083176823942992,Skewness <= 1.014132,0.8
model_0025,Skewness + Std + T-1 Return,2pt,Skewness,0.00574045765075365,6.185372827689931e-07,Skewness <= 1.014132,0.8
model_0025,Skewness + Std + T-1 Return,2pt,Std,-3.5697021380761614e-07,0.4881851539650057,Skewness <= 1.014132,0.8
model_0025,Skewness + Std + T-1 Return,2pt,T-1 Return,-0.015374142089756196,0.6502199885575524,Skewness <= 1.014132,0.8
model_0008,Skewness + T-1 Return,1pt,const,0.003360407789237829,0.0021041648488664784,Skewness <= 1.014132,0.8
model_0008,Skewness + T-1 Return,1pt,Skewness,0.005775561060527212,4.542867321293752e-07,Skewness <= 1.014132,0.8
model_0008,Skewness + T-1 Return,1pt,T-1 Return,-0.015333392408883637,0.6508201211381254,Skewness <= 1.014132,0.8
model_0008,Skewness + T-1 Return,2pt,const,0.0033290906490017315,0.0022748887029739925,Skewness <= 1.014132,0.8
model_0008,Skewness + T-1 Return,2pt,Skewness,0.005781535133902496,4.94095331965372e-07,Skewness <= 1.014132,0.8
model_0008,Skewness + T-1 Return,2pt,T-1 Return,-0.01475339612493217,0.6632574051484357,Skewness <= 1.014132,0.8
model_0117,Skewness + Std + T-1 Return + T-4 Return,1pt,const,0.005308205001211753,0.018618530061580756,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0117,Skewness + Std + T-1 Return + T-4 Return,1pt,Skewness,0.004146492283294915,0.00022409712686627728,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0117,Skewness + Std + T-1 Return + T-4 Return,1pt,Std,-2.4944883246183713e-06,0.1386683166199956,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0117,Skewness + Std + T-1 Return + T-4 Return,1pt,T-1 Return,-0.04375738397151781,0.2384015637170765,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0117,Skewness + Std + T-1 Return + T-4 Return,1pt,T-4 Return,-0.07349856884774895,0.03604980688737096,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0117,Skewness + Std + T-1 Return + T-4 Return,2pt,const,0.00518025288601243,0.021699978682262925,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0117,Skewness + Std + T-1 Return + T-4 Return,2pt,Skewness,0.004129994584093296,0.0002641242355792291,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0117,Skewness + Std + T-1 Return + T-4 Return,2pt,Std,-2.417652957445939e-06,0.15242825113025318,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0117,Skewness + Std + T-1 Return + T-4 Return,2pt,T-1 Return,-0.04321247264929153,0.24443703614760554,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0117,Skewness + Std + T-1 Return + T-4 Return,2pt,T-4 Return,-0.07328394253530202,0.03663275395422728,Skewness <= 1.196093 AND Std <= 2296.819098,0.7196652719665272
model_0012,Skewness + Mean + Std,1pt,const,0.0040929273799311505,0.045913875096562355,Kurtosis >= -0.841103,0.8
model_0012,Skewness + Mean + Std,1pt,Skewness,0.005536507438030953,6.1329930027865776e-09,Kurtosis >= -0.841103,0.8
model_0012,Skewness + Mean + Std,1pt,Mean,9.820106772769225e-08,0.03344519780479668,Kurtosis >= -0.841103,0.8
model_0012,Skewness + Mean + Std,1pt,Std,-3.851817751896349e-06,0.0064800832911921,Kurtosis >= -0.841103,0.8
model_0012,Skewness + Mean + Std,2pt,const,0.003952416137406703,0.053896307269577504,Kurtosis >= -0.841103,0.8
model_0012,Skewness + Mean + Std,2pt,Skewness,0.005582006392658312,5.6747456077999165e-09,Kurtosis >= -0.841103,0.8
model_0012,Skewness + Mean + Std,2pt,Mean,9.969624206573103e-08,0.030896065828680222,Kurtosis >= -0.841103,0.8
model_0012,Skewness + Mean + Std,2pt,Std,-3.820822840935951e-06,0.00690155777155716,Kurtosis >= -0.841103,0.8
model_0053,Skewness + T-1 Return + T-4 Return,1pt,const,0.003466798295560407,0.0015633182919754431,Skewness <= 1.014132,0.8
model_0053,Skewness + T-1 Return + T-4 Return,1pt,Skewness,0.005807038620624841,3.9419214986231567e-07,Skewness <= 1.014132,0.8
model_0053,Skewness + T-1 Return + T-4 Return,1pt,T-1 Return,-0.015329430906758576,0.6508219115201106,Skewness <= 1.014132,0.8
model_0053,Skewness + T-1 Return + T-4 Return,1pt,T-4 Return,-0.0405238443775658,0.22364053290831817,Skewness <= 1.014132,0.8
model_0053,Skewness + T-1 Return + T-4 Return,2pt,const,0.0034345212828844514,0.0016967157614110136,Skewness <= 1.014132,0.8
model_0053,Skewness + T-1 Return + T-4 Return,2pt,Skewness,0.005811906832802343,4.3116813347374465e-07,Skewness <= 1.014132,0.8
model_0053,Skewness + T-1 Return + T-4 Return,2pt,T-1 Return,-0.014747290514735157,0.6633101333494775,Skewness <= 1.014132,0.8
model_0053,Skewness + T-1 Return + T-4 Return,2pt,T-4 Return,-0.04037384242117141,0.22539169399148312,Skewness <= 1.014132,0.8
model_0064,Skewness + Mean + Std + T-4 Return,1pt,const,0.0041020470476244445,0.0455231924767422,Kurtosis >= -0.841103,0.8
model_0064,Skewness + Mean + Std + T-4 Return,1pt,Skewness,0.0055360100402059515,6.234444864258646e-09,Kurtosis >= -0.841103,0.8
model_0064,Skewness + Mean + Std + T-4 Return,1pt,Mean,9.769124060677964e-08,0.03448050133604225,Kurtosis >= -0.841103,0.8
model_0064,Skewness + Mean + Std + T-4 Return,1pt,Std,-3.815449743873636e-06,0.007090207698185455,Kurtosis >= -0.841103,0.8
model_0064,Skewness + Mean + Std + T-4 Return,1pt,T-4 Return,-0.01718166332470718,0.600104995982466,Kurtosis >= -0.841103,0.8
model_0064,Skewness + Mean + Std + T-4 Return,2pt,const,0.003961462279440595,0.0534509822091849,Kurtosis >= -0.841103,0.8
model_0064,Skewness + Mean + Std + T-4 Return,2pt,Skewness,0.005581035677469859,5.786584564698348e-09,Kurtosis >= -0.841103,0.8
model_0064,Skewness + Mean + Std + T-4 Return,2pt,Mean,9.918825093519261e-08,0.03186269532940953,Kurtosis >= -0.841103,0.8
model_0064,Skewness + Mean + Std + T-4 Return,2pt,Std,-3.7848157111398634e-06,0.007541272002810074,Kurtosis >= -0.841103,0.8
model_0064,Skewness + Mean + Std + T-4 Return,2pt,T-4 Return,-0.016988051146620567,0.6041923269062361,Kurtosis >= -0.841103,0.8
model_0060,Skewness + Mean + Std + VIX,1pt,const,-0.0010940373940679662,0.8048845529114927,Kurtosis >= -0.841103,0.8
model_0060,Skewness + Mean + Std + VIX,1pt,Skewness,0.005549735063747669,5.589528622552588e-09,Kurtosis >= -0.841103,0.8
model_0060,Skewness + Mean + Std + VIX,1pt,Mean,1.1778068991643139e-07,0.015167394716214018,Kurtosis >= -0.841103,0.8
model_0060,Skewness + Mean + Std + VIX,1pt,Std,-3.9429340101983305e-06,0.005363402813083442,Kurtosis >= -0.841103,0.8
model_0060,Skewness + Mean + Std + VIX,1pt,VIX,0.00021841122365354263,0.18675348982092188,Kurtosis >= -0.841103,0.8
model_0060,Skewness + Mean + Std + VIX,2pt,const,-0.0012432287227723807,0.7789241058470346,Kurtosis >= -0.841103,0.8
model_0060,Skewness + Mean + Std + VIX,2pt,Skewness,0.005595654764228103,5.159848207440835e-09,Kurtosis >= -0.841103,0.8
model_0060,Skewness + Mean + Std + VIX,2pt,Mean,1.1931786763848256e-07,0.01392282532960273,Kurtosis >= -0.841103,0.8
model_0060,Skewness + Mean + Std + VIX,2pt,Std,-3.9123376055172014e-06,0.005713551311252734,Kurtosis >= -0.841103,0.8
model_0060,Skewness + Mean + Std + VIX,2pt,VIX,0.0002187690685998276,0.18600043766403,Kurtosis >= -0.841103,0.8
model_0288,Skewness + Std + Median + VIX + T-2 Return,1pt,const,-0.0010118408965021667,0.8194575605075167,Kurtosis >= -0.841103,0.8
model_0288,Skewness + Std + Median + VIX + T-2 Return,1pt,Skewness,0.005541988464775794,5.931657718542667e-09,Kurtosis >= -0.841103,0.8
model_0288,Skewness + Std + Median + VIX + T-2 Return,1pt,Std,-3.951904709005541e-06,0.005777549987504713,Kurtosis >= -0.841103,0.8
model_0288,Skewness + Std + Median + VIX + T-2 Return,1pt,Median,1.1509956181930489e-07,0.018422735847961724,Kurtosis >= -0.841103,0.8
model_0288,Skewness + Std + Median + VIX + T-2 Return,1pt,VIX,0.000215111645591418,0.19381442973990184,Kurtosis >= -0.841103,0.8
model_0288,Skewness + Std + Median + VIX + T-2 Return,1pt,T-2 Return,0.02850476465089683,0.371589669398637,Kurtosis >= -0.841103,0.8
model_0288,Skewness + Std + Median + VIX + T-2 Return,2pt,const,-0.0011633000069472643,0.7930061296854434,Kurtosis >= -0.841103,0.8
model_0288,Skewness + Std + Median + VIX + T-2 Return,2pt,Skewness,0.0055893552808616,5.427963808716e-09,Kurtosis >= -0.841103,0.8
model_0288,Skewness + Std + Median + VIX + T-2 Return,2pt,Std,-3.923014049210384e-06,0.00612468886729551,Kurtosis >= -0.841103,0.8
model_0288,Skewness + Std + Median + VIX + T-2 Return,2pt,Median,1.1669228215699347e-07,0.01690837072434805,Kurtosis >= -0.841103,0.8
model_0288,Skewness + Std + Median + VIX + T-2 Return,2pt,VIX,0.00021550592465287613,0.19296332137757444,Kurtosis >= -0.841103,0.8
model_0288,Skewness + Std + Median + VIX + T-2 Return,2pt,T-2 Return,0.02892548254788683,0.36453966727716847,Kurtosis >= -0.841103,0.8
model_0198,Skewness + Mean + Std + VIX + T-4 Return,1pt,const,-0.0010185541425503232,0.8182879116237921,Kurtosis >= -0.841103,0.8
model_0198,Skewness + Mean + Std + VIX + T-4 Return,1pt,Skewness,0.005549110585201854,5.691872749879253e-09,Kurtosis >= -0.841103,0.8
model_0198,Skewness + Mean + Std + VIX + T-4 Return,1pt,Mean,1.1706262486538121e-07,0.015888839259561225,Kurtosis >= -0.841103,0.8
model_0198,Skewness + Mean + Std + VIX + T-4 Return,1pt,Std,-3.908619591536727e-06,0.005859224810502989,Kurtosis >= -0.841103,0.8
model_0198,Skewness + Mean + Std + VIX + T-4 Return,1pt,VIX,0.00021558266143981546,0.19298521713951924,Kurtosis >= -0.841103,0.8
model_0198,Skewness + Mean + Std + VIX + T-4 Return,1pt,T-4 Return,-0.015653983805872067,0.6329979505871922,Kurtosis >= -0.841103,0.8
model_0198,Skewness + Mean + Std + VIX + T-4 Return,2pt,const,-0.0011686243237444146,0.7920878888500624,Kurtosis >= -0.841103,0.8
model_0198,Skewness + Mean + Std + VIX + T-4 Return,2pt,Skewness,0.005594597201504338,5.2694752215884115e-09,Kurtosis >= -0.841103,0.8
model_0198,Skewness + Mean + Std + VIX + T-4 Return,2pt,Mean,1.1860500732929268e-07,0.014589306089527214,Kurtosis >= -0.841103,0.8
model_0198,Skewness + Mean + Std + VIX + T-4 Return,2pt,Std,-3.878407385157593e-06,0.006233146279310124,Kurtosis >= -0.841103,0.8
model_0198,Skewness + Mean + Std + VIX + T-4 Return,2pt,VIX,0.0002159743193124575,0.19214708561463134,Kurtosis >= -0.841103,0.8
model_0198,Skewness + Mean + Std + VIX + T-4 Return,2pt,T-4 Return,-0.015456598569648474,0.637264300529264,Kurtosis >= -0.841103,0.8
model_0084,Skewness + Mean + VIX + T-2 Return,1pt,const,-0.00443816752750988,0.3369838099342125,Skewness <= 1.014132,0.8
model_0084,Skewness + Mean + VIX + T-2 Return,1pt,Skewness,0.005919098849007235,5.525544760316814e-07,Skewness <= 1.014132,0.8
model_0084,Skewness + Mean + VIX + T-2 Return,1pt,Mean,3.557934305109155e-08,0.36467877763899603,Skewness <= 1.014132,0.8
model_0084,Skewness + Mean + VIX + T-2 Return,1pt,VIX,0.00029798381082932294,0.08906884039550404,Skewness <= 1.014132,0.8
model_0084,Skewness + Mean + VIX + T-2 Return,1pt,T-2 Return,0.0513570601623251,0.10886732949367725,Skewness <= 1.014132,0.8
